id,Brand,Model,Price,Weight,Stiffness,Balance_Point,Image,Description
11,Yonex,Arcsaber Lite,560000,82,Medium,Even Balance,https://www.yonex.com/media/catalog/product/a/x/ax77-p_.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex ArcSaber Lite adalah raket bulutangkis entry-level dalam seri ArcSaber yang cocok untuk pemain pemula hingga menengah awal. Raket ini memiliki keseimbangan yang merata dengan shaft medium stiff, ideal untuk permainan serba guna. Teknologi NANOAIR SPRING yang digunakan pada raket ini meningkatkan kontrol, akurasi, dan kekuatan. Raket ini mudah digunakan dan disesuaikan oleh pemain baru. Teknologi Nanoair Spring pada resin mengikat serat karbon sehingga gelembung udara nano membantu raket melentur seperti pegas, memberikan transfer energi yang lebih baik dari senar ke shuttlecock untuk pukulan yang lebih kuat. Raket ini juga dilengkapi dengan penutup kepala."
12,Yonex,Arcsaber 73 Light,429000,77,Medium,Even Balance,https://www.yonex.com/media/catalog/product/a/x/ax77-p_.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Arcsaber 73 Light menggabungkan desain aero-box pada frame, yang memadukan efisiensi aerodinamis dari sisi aero dengan stabilitas yang lebih baik dari sisi box. Konstruksi dua bagian ini bekerja secara sinergis untuk memberikan kecepatan ayunan dan kekuatan yang luar biasa. Bentuk frame ISOMETRIC dirancang untuk mempertahankan panjang senar vertikal dan horizontal yang konsisten, sehingga menghasilkan sweet spot yang lebih besar untuk meningkatkan akurasi dan kontrol dalam permainan."
13,Yonex,Arcsaber 71 Light,449000,77,Medium,Even Balance,https://www.yonex.com/media/catalog/product/a/x/ax77-p_.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Arcsaber 71 Light adalah raket ultra-ringan berbahan grafit penuh yang mampu menahan tegangan senar hingga 30 lbs. Raket seri YONEX Arcsaber ini dirancang khusus untuk pemain yang mencari kontrol tinggi dalam permainan mereka. Desain unik pada frame memungkinkan raket melentur saat benturan, menahan shuttlecock lebih lama di senar, menyimpan energi, dan kemudian melepaskannya untuk menghasilkan pukulan yang sangat presisi."
14,Yonex,Arcsaber 1 Clear,399000,77,Medium,Even Balance,https://www.yonex.com/media/catalog/product/a/x/ax77-p_.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Arcsaber 1 Clear dirancang dengan teknologi ISOMETRIC yang memperbesar sweet spot untuk akurasi lebih baik. Aero-box Frame mengurangi hambatan udara dan meningkatkan kecepatan serta kekuatan pukulan, sementara bentuk kotak YONEX menambah stabilitas. Built-in T-joint yang tertanam dalam frame memastikan kekuatan dan kontrol yang lebih baik dengan mengurangi puntiran."
15,Yonex,Astrox 77 Pro 3U,2500000,87,Medium,Head Heavy,https://www.yonex.com/media/catalog/product/a/x/ax77-p_.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 77 Pro adalah raket bulutangkis berfokus pada serangan, dirancang untuk pemain yang unggul dalam permainan cepat, memungkinkan dominasi dengan smash kuat dan tajam. Dilengkapi dengan Rotational Generator System, yang mendistribusikan bobot merata di grip, ujung frame, dan T-joint, raket ini memastikan transisi halus antar pukulan dengan akselerasi dan sudut lebih tajam. Teknologi ISOMETRIC memperluas sweet spot untuk akurasi lebih baik, sementara Energy Boost CAP PLUS memaksimalkan kelenturan shaft dan mencegah puntiran, meningkatkan kontrol tanpa mengorbankan kekuatan. Super Slim Shaft mengurangi hambatan udara, memberikan ayunan lebih cepat dan responsif, didukung oleh AERO+BOX Frame yang menggabungkan kecepatan ayunan dan stabilitas solid. Dengan material Namd yang meningkatkan fleksibilitas serta penyimpanan energi, raket ini menghasilkan tenaga eksplosif pada setiap pukulan. Astrox 77 Pro adalah pilihan ideal bagi pemain yang mengandalkan serangan agresif dan transisi cepat, menawarkan perpaduan sempurna kekuatan, kecepatan, dan kontrol."
16,Yonex,Astrox 77 Pro 4U,2500000,82,Medium,Head Heavy,https://www.yonex.com/media/catalog/product/a/x/ax77-p_.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 77 Pro adalah raket bulutangkis berfokus pada serangan, dirancang untuk pemain yang unggul dalam permainan cepat, memungkinkan dominasi dengan smash kuat dan tajam. Dilengkapi dengan Rotational Generator System, yang mendistribusikan bobot merata di grip, ujung frame, dan T-joint, raket ini memastikan transisi halus antar pukulan dengan akselerasi dan sudut lebih tajam. Teknologi ISOMETRIC memperluas sweet spot untuk akurasi lebih baik, sementara Energy Boost CAP PLUS memaksimalkan kelenturan shaft dan mencegah puntiran, meningkatkan kontrol tanpa mengorbankan kekuatan. Super Slim Shaft mengurangi hambatan udara, memberikan ayunan lebih cepat dan responsif, didukung oleh AERO+BOX Frame yang menggabungkan kecepatan ayunan dan stabilitas solid. Dengan material Namd yang meningkatkan fleksibilitas serta penyimpanan energi, raket ini menghasilkan tenaga eksplosif pada setiap pukulan. Astrox 77 Pro adalah pilihan ideal bagi pemain yang mengandalkan serangan agresif dan transisi cepat, menawarkan perpaduan sempurna kekuatan, kecepatan, dan kontrol."
17,Yonex,Astrox 77 Tour 3U,1769000,87,Medium,Head Heavy,https://www.yonex.com/media/catalog/product/a/x/ax77-t.jpg?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 77 Tour, raket yang dirancang untuk pemain yang mengutamakan presisi dan kontrol. Dilengkapi dengan Rotational Generator System, raket ini memiliki kepala seimbang yang beradaptasi dengan setiap pukulan, memberikan transisi yang mulus, akselerasi lebih cepat, serta smash yang kuat dengan sudut lebih tajam. Slim Shaft meminimalkan hambatan udara, memungkinkan ayunan yang cepat dan akurat, sementara Energy Boost CAP PLUS memaksimalkan performa shaft dengan memberikan fleksibilitas di bagian depan dan menstabilkan wajah raket untuk mencegah puntiran. Solid Feel Core mengurangi getaran berbahaya, memberikan dampak pukulan yang kuat dan bersih, dan AERO+BOX Frame menggabungkan kekuatan dan kelincahan untuk pukulan yang solid dengan ayunan cepat. LIGHT feel CARBON NEO menambah fleksibilitas saat benturan, memberikan rasa ringan dan responsif. Dengan desain frame ISOMETRIC yang memperluas sweet spot, Astrox 77 Tour menjamin kontrol, kekuatan, dan kelincahan di setiap pukulan."
18,Yonex,Astrox 77 Tour 4U,1769000,82,Medium,Head Heavy,https://www.yonex.com/media/catalog/product/a/x/ax77-t.jpg?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 77 Tour, raket yang dirancang untuk pemain yang mengutamakan presisi dan kontrol. Dilengkapi dengan Rotational Generator System, raket ini memiliki kepala seimbang yang beradaptasi dengan setiap pukulan, memberikan transisi yang mulus, akselerasi lebih cepat, serta smash yang kuat dengan sudut lebih tajam. Slim Shaft meminimalkan hambatan udara, memungkinkan ayunan yang cepat dan akurat, sementara Energy Boost CAP PLUS memaksimalkan performa shaft dengan memberikan fleksibilitas di bagian depan dan menstabilkan wajah raket untuk mencegah puntiran. Solid Feel Core mengurangi getaran berbahaya, memberikan dampak pukulan yang kuat dan bersih, dan AERO+BOX Frame menggabungkan kekuatan dan kelincahan untuk pukulan yang solid dengan ayunan cepat. LIGHT feel CARBON NEO menambah fleksibilitas saat benturan, memberikan rasa ringan dan responsif. Dengan desain frame ISOMETRIC yang memperluas sweet spot, Astrox 77 Tour menjamin kontrol, kekuatan, dan kelincahan di setiap pukulan."
19,Yonex,Astrox 77 Play,660000,82,Flex,Head Heavy,https://www.yonex.com/media/catalog/product/a/x/ax77-pl.jpg?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 77 Play dikembangkan di Jepang dan diproduksi di China, dengan desain frame dan tampilan yang mirip dengan Yonex Astrox 77 namun hadir dengan harga lebih terjangkau, ideal untuk pemain pemula hingga menengah. Dilengkapi dengan Rotational Generator System, bobot raket didistribusikan merata di bagian grip, ujung frame, dan sambungan untuk kontrol maksimal, memungkinkan transisi antar pukulan yang halus dan cepat. Aero + Box Frame memberikan sensasi pukulan yang solid dengan ayunan cepat, sementara desain ISOMETRIC menjaga keseimbangan panjang senar vertikal dan horizontal untuk memperluas sweet spot. Slim Shaft menggunakan teknologi karbon NANOMETRIC canggih untuk menghasilkan shaft yang ultra-tipis dan aerodinamis, memberikan pukulan yang lebih kuat dan responsif."
20,Yonex,Astrox 88D Pro 3U,2500000,87,Stiff,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-p_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88D Pro dirancang khusus untuk pemain bertahan yang mengutamakan kontrol dan kekuatan. Raket ini unggul dalam permainan di backcourt dengan kemampuan meningkatkan kekuatan smash untuk mendominasi lawan, didukung oleh Rotational Generator System dan 2G-Namd Flex Force yang mendistribusikan bobot secara merata untuk transisi pukulan yang halus. Desain AERO+ Box Frame mengurangi hambatan angin, meningkatkan kecepatan ayunan, sementara teknologi ISOMETRIC memperluas sweet spot hingga 7%, memberikan area pukulan yang lebih besar. Ultra Slim Shaft dengan NANOPREME meningkatkan stabilitas dan respons, memberikan rebound dua kali lebih cepat dibandingkan raket konvensional. Stability Weight Distribution menambah bobot di sisi frame untuk stabilitas dan kekuatan maksimal, sementara Power Assister Bumper yang diinfus dengan tungsten meningkatkan bobot yang diarahkan ke shuttlecock, memperkuat pukulan. Dengan semua teknologi ini, Astrox 88D Pro menjadi raket ideal bagi pemain yang menginginkan kekuatan dan presisi dalam serangan dari belakang lapangan."
21,Yonex,Astrox 88D Pro 4U,2500000,82,Stiff,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-p_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88D Pro dirancang khusus untuk pemain bertahan yang mengutamakan kontrol dan kekuatan. Raket ini unggul dalam permainan di backcourt dengan kemampuan meningkatkan kekuatan smash untuk mendominasi lawan, didukung oleh Rotational Generator System dan 2G-Namd Flex Force yang mendistribusikan bobot secara merata untuk transisi pukulan yang halus. Desain AERO+ Box Frame mengurangi hambatan angin, meningkatkan kecepatan ayunan, sementara teknologi ISOMETRIC memperluas sweet spot hingga 7%, memberikan area pukulan yang lebih besar. Ultra Slim Shaft dengan NANOPREME meningkatkan stabilitas dan respons, memberikan rebound dua kali lebih cepat dibandingkan raket konvensional. Stability Weight Distribution menambah bobot di sisi frame untuk stabilitas dan kekuatan maksimal, sementara Power Assister Bumper yang diinfus dengan tungsten meningkatkan bobot yang diarahkan ke shuttlecock, memperkuat pukulan. Dengan semua teknologi ini, Astrox 88D Pro menjadi raket ideal bagi pemain yang menginginkan kekuatan dan presisi dalam serangan dari belakang lapangan."
22,Yonex,Astrox 88D Tour 3U,2040000,87,Stiff,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-t_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88D Tour menghadirkan berbagai fitur canggih untuk meningkatkan performa raket. Menggunakan Rotational Generator System, raket ini mengoptimalkan distribusi bobot dari atas hingga bawah, memberikan keseimbangan yang baik, kekuatan pukulan lebih besar, serta kontrol yang mudah untuk serangan balik cepat. Energy Boost Cap Plus di sambungan shaft meningkatkan fleksibilitas dan kontrol, memungkinkan pukulan yang lebih kuat. Dengan shaft kaku dan keseimbangan head-heavy, serta sistem generasi rotasi, raket ini menawarkan kombinasi kekuatan dan kelincahan, ideal untuk smash kuat dan gerakan cepat yang presisi. AERO Plus BOX Frame menggabungkan sensasi pukulan solid dengan ayunan cepat, memberikan keseimbangan yang sempurna. Extra Slim Shaft yang tertipis dan terkuat dari Yonex menggunakan teknologi karbon NANOMETRIC untuk menghasilkan pukulan kuat, sedangkan REXIS Shaft dirancang dengan teknik cetakan Yonex untuk meningkatkan kontrol dan kekuatan."
23,Yonex,Astrox 88D Tour 4U,2040000,82,Stiff,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-t_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88D Tour menghadirkan berbagai fitur canggih untuk meningkatkan performa raket. Menggunakan Rotational Generator System, raket ini mengoptimalkan distribusi bobot dari atas hingga bawah, memberikan keseimbangan yang baik, kekuatan pukulan lebih besar, serta kontrol yang mudah untuk serangan balik cepat. Energy Boost Cap Plus di sambungan shaft meningkatkan fleksibilitas dan kontrol, memungkinkan pukulan yang lebih kuat. Dengan shaft kaku dan keseimbangan head-heavy, serta sistem generasi rotasi, raket ini menawarkan kombinasi kekuatan dan kelincahan, ideal untuk smash kuat dan gerakan cepat yang presisi. AERO Plus BOX Frame menggabungkan sensasi pukulan solid dengan ayunan cepat, memberikan keseimbangan yang sempurna. Extra Slim Shaft yang tertipis dan terkuat dari Yonex menggunakan teknologi karbon NANOMETRIC untuk menghasilkan pukulan kuat, sedangkan REXIS Shaft dirancang dengan teknik cetakan Yonex untuk meningkatkan kontrol dan kekuatan."
24,Yonex,Astrox 88D Game,1465000,82,Medium,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-g_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88D Game adalah raket bulutangkis yang dikembangkan di Jepang dan diproduksi di Taiwan, sebagai versi terjangkau dari Yonex Astrox 88D Pro. Dirancang untuk pemain menengah hingga lanjutan, raket ini meningkatkan kekuatan dan kontrol untuk serangan tajam serta smash yang kuat, cocok untuk permainan tunggal dan ganda. Dilengkapi dengan Rotational Generator System dan 2G-NANOMESH NEO, bobot raket didistribusikan merata dari grip hingga ujung frame untuk transisi pukulan yang cepat dan halus. Teknologi Energy Boost Cap Plus memaksimalkan fleksibilitas shaft dan mencegah puntiran, sementara desain Isometric memperluas sweet spot untuk akurasi lebih baik. Power Assist Bumper meningkatkan kekuatan pukulan dengan menambah bobot pada shuttlecock, dan Stability Weight Distribution menambah stabilitas saat ayunan. Dengan Ultra Slim Shaft dan desain Aero + Box Frame, raket ini memberikan ayunan cepat dan pukulan solid, ideal bagi pemain yang ingin menguasai permainan dengan presisi."
25,Yonex,Astrox 88S Pro 3U,2500000,87,Stiff,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-g_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88 S Pro dirancang untuk serangan cepat di depan lapangan, dengan teknologi baru dan peningkatan pada Rotational Generator System. Penambahan POWER-ASSIST BUMPER di bagian atas frame meningkatkan transfer tenaga ke shuttlecock dan mengurangi hambatan udara, memberikan keunggulan bagi pemain ganda dalam menghadapi teknik bertahan yang semakin canggih. Astrox 88 S menonjol dalam hal kontrol dan kelincahan untuk reli cepat, sambil tetap meningkatkan kekuatan pukulan. Dengan panjang tambahan 5 mm dan sweet spot yang lebih luas, raket ini memberikan kontrol yang lebih presisi. Distribusi bobot di keempat sisi frame meningkatkan stabilitas dan kekuatan smash. Pada model PRO, teknologi 2G-Namd Flex Force diterapkan pada shaft untuk memaksimalkan kekuatan dengan flex cepat dan snapback, memungkinkan serangan berkelanjutan dan memberikan keunggulan baru bagi pemain ganda."
26,Yonex,Astrox 88S Pro 4U,2500000,82,Stiff,Head Heavy,https://www.yonex.com/media/catalog/product/3/a/3ax88d-g_076-1_02.png?quality=80&fit=bounds&height=819&width=600&canvas=600:819,"Yonex Astrox 88 S Pro dirancang untuk serangan cepat di depan lapangan, dengan teknologi baru dan peningkatan pada Rotational Generator System. Penambahan POWER-ASSIST BUMPER di bagian atas frame meningkatkan transfer tenaga ke shuttlecock dan mengurangi hambatan udara, memberikan keunggulan bagi pemain ganda dalam menghadapi teknik bertahan yang semakin canggih. Astrox 88 S menonjol dalam hal kontrol dan kelincahan untuk reli cepat, sambil tetap meningkatkan kekuatan pukulan. Dengan panjang tambahan 5 mm dan sweet spot yang lebih luas, raket ini memberikan kontrol yang lebih presisi. Distribusi bobot di keempat sisi frame meningkatkan stabilitas dan kekuatan smash. Pada model PRO, teknologi 2G-Namd Flex Force diterapkan pada shaft untuk memaksimalkan kekuatan dengan flex cepat dan snapback, memungkinkan serangan berkelanjutan dan memberikan keunggulan baru bagi pemain ganda."
